name,lastModifiedDate,trackName,artistName,albumName,trackUri,episode,localTrack,addedDate
akşam,2023-03-10,Haykıracak Nefesim Kalmasa Bile,Ajda Pekkan,"Süper Star, Vol.2",spotify:track:3kUJpv2Da1MTAXQwwpxC8N,,,2021-09-18
akşam,2023-03-10,Göreceksin Kendini,Nilüfer,Nilüfer LP,spotify:track:1M6FaBbr3cAjJg10DzZuah,,,2021-09-18
akşam,2023-03-10,Ya Sonra,Levent Yüksel,Kadın Şarkıları,spotify:track:1PJFhfh72WUJ4TGEK6Pt8G,,,2021-09-18
akşam,2023-03-10,Sus Duymasın,Hümeyra,Onu Bana Sakla,spotify:track:5m0Q9H9i55LF8kllkFWGSB,,,2021-09-28
akşam,2023-03-10,Kadınım,Tanju Okan,Kadınım,spotify:track:3pSXNxKO7b5iPJEJHszkLf,,,2021-12-14
akşam,2023-03-10,Benim Hala Umudum Var,Mazhar Alanson,Her Şey Çok Güzel Olacak,spotify:track:0iJqIRpB1kjOtsHAxp4ieE,,,2022-02-11
akşam,2023-03-10,Yalnızım Ben,Nil Burak,En İyileriyle Nil Burak,spotify:track:7xSarKHglLLh0Kxv3raols,,,2022-02-11
akşam,2023-03-10,Tutsana Ellerimi,Hümeyra,Benim Şarkılarım,spotify:track:49LQYCKJytQlY2GHQWBuga,,,2022-02-11
akşam,2023-03-10,Unut Beni,Cem Karaca,"Cem Karaca'nın Apaşlar, Kardaşlar, Moğollar, Ferdy Kleine'a Teşekkürleriyle",spotify:track:0PHfHk7nElZ2EX7phkuTwl,,,2022-02-11
akşam,2023-03-10,Bu Gece Son,Levent Yüksel,Med Cezir,spotify:track:669exQpqehepy1SbtWrLQJ,,,2022-02-11
akşam,2023-03-10,"Her Akşam ""Sarhoş""",Dario Moreno,Bak Bir Varmış Bir Yokmuş,spotify:track:2hWlS6ufQIVsGwfVW3Gn0r,,,2022-02-11
akşam,2023-03-10,O Günler,Selda Bağcan,Türkülerimiz 1,spotify:track:2j1SnuMSiPiSS4rxvLkXtK,,,2022-02-11
akşam,2023-03-10,İspanyol Meyhanesi,Timur Selçuk,Dünden Bugüne,spotify:track:5rRiNXDDMu4TNUsxPTIViv,,,2022-02-11
akşam,2023-03-10,Elbet Birgün Buluşacağız,Zeki Müren,Dünden Bugüne 5,spotify:track:0MAAh257gKxFrJDzfJ4gHC,,,2022-07-22
akşam,2023-03-10,Seni Düşünmek Güzel Şey,Ezginin Günlügü,Seni Düşünmek,spotify:track:26gDuNniETchCedHe93jfR,,,2023-03-10
classical🎹,2022-11-06,Waltz No. 3 in A minor,Frédéric Chopin,"Classical Spring: Bach, Beethoven, Chopin, Mozart",spotify:track:2aln7NTqGpYIUg7OpDxOJh,,,2018-07-25
classical🎹,2022-11-06,Moonlight Sonata 1st Movement,Ludwig van Beethoven,Beethoven's Best Piano Songs,spotify:track:6Vxk2r4MXmREjhqzCCzNeR,,,2018-07-25
classical🎹,2022-11-06,Für Elise,Ludwig van Beethoven,Beethoven's Best Piano Songs,spotify:track:4wSxYZR5jIm7GUVxVTL2IB,,,2018-07-25
classical🎹,2022-11-06,Pathétique 2nd Movement,Ludwig van Beethoven,Beethoven's Best Piano Songs,spotify:track:7Cg9SWOfEixXDxnNRv4Uqq,,,2018-07-25
classical🎹,2022-11-06,"Waltz in A Minor, B. 150, Op. posth.",Frédéric Chopin,Chopin - Waltzes,spotify:track:3pO11o6KERYLtZ7Qu2cMHD,,,2018-07-25
classical🎹,2022-11-06,Chopin - Nocturne Op. 9 No. 2 In E Flat Major,PianoDreams,PianoDreams - Originals and Classics,spotify:track:7GDiHI4QQPPHDg5CvWrLqo,,,2018-07-25
classical🎹,2022-11-06,"Nocturne en Mi Bémol Majeur, Op. 9 No. 2",Frédéric Chopin,"Chopin: Nocturnes, Vol. 1",spotify:track:7n92QzQomRCLlciO14X0kd,,,2019-06-13
classical🎹,2022-11-06,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",Johann Sebastian Bach,"Bach: Cello Suites Nos. 1, 5 & 6",spotify:track:17i5jLpzndlQhbS4SrTd0B,,,2020-01-19
classical🎹,2022-11-06,Nocturnal Waltz,Johannes Bornlöf,Nocturnal Waltz,spotify:track:1cyZIM22N8kmBqdATPBmI7,,,2020-05-07
classical🎹,2022-11-06,Jazz Suite No.2: 6. Waltz II,Dmitri Shostakovich,Shostakovich: The Jazz Album,spotify:track:7B6ZK1XnaLeCKwlS1TUAMA,,,2020-05-08
classical🎹,2022-11-06,"Tchaikovsky: Swan Lake (Ballet), Op. 20, Act 2: No. 10, Scène (Moderato)",Pyotr Ilyich Tchaikovsky,Tchaikovsky: Swan Lake,spotify:track:2jjVsWQEUeZ06qSqF8xiBr,,,2020-05-08
classical🎹,2022-11-06,Gnossienne: No. 1,Erik Satie,Satie: Avant-dernières pensées,spotify:track:4820SC1xnUaabzzYQTDkP2,,,2020-05-08
classical🎹,2022-11-06,"Für Elise, WoO 59",Ludwig van Beethoven,Beethoven Greatest Hits,spotify:track:1QGN2Perfetpju3762mJsk,,,2020-05-08
classical🎹,2022-11-06,"Nocturne in C-sharp minor, B. 49",Frédéric Chopin,Chopin: Complete Nocturnes,spotify:track:0bcGY7mfG10QfeaDbz97hC,,,2020-05-08
classical🎹,2022-11-06,"Nocturne No. 2 in E-Flat Major, Op. 9 No. 2",Frédéric Chopin,Chopin: Nocturnes,spotify:track:1VNvsvEsUpuUCbHpVop1vo,,,2020-05-08
classical🎹,2022-11-06,"Water Music Suite No. 1 in F Major, HWV 348: II. Adagio e staccato",George Frideric Handel,Handel: Water Music,spotify:track:7yCiB5SKKm9guqoonT9kVI,,,2020-05-08
classical🎹,2022-11-06,Chord Left,Agnes Obel,Aventine,spotify:track:3SelopnR6OJ9pS2NIH5RHI,,,2020-05-08
classical🎹,2022-11-06,Sari Galin,Farid Farjad,Anroozha Vol. 1,spotify:track:6qDGrwkgZpGFhNqo6z98iK,,,2020-05-08
classical🎹,2022-11-06,"Tchaikovsky: The Nutcracker, Op. 71, Act II: No. 13, Waltz of the Flowers",Pyotr Ilyich Tchaikovsky,Tchaikovsky: The Nutcracker,spotify:track:0CJuLeZpCdqrqoCMXWZw8k,,,2020-05-08
classical🎹,2022-11-06,Serenade,Evgeny Grinko,Ice for Aureliano Buendia (Deluxe Edition),spotify:track:7Ay6aFdi8oV1RejJC7Zd6d,,,2020-05-08
classical🎹,2022-11-06,La Valse d'Amélie - Version piano,Yann Tiersen,Amelie from Montmartre,spotify:track:6URm2kt7SV1bXWTxNQtVYR,,,2020-05-08
classical🎹,2022-11-06,Eternity And A Day: 2. By The Sea,Eleni Karaindrou,Eternity And A Day,spotify:track:595G0No6FI82sWWsbsQEoX,,,2020-05-08
classical🎹,2022-11-06,"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",Ludwig van Beethoven,"Beethoven: Piano Sonatas, Vol.3",spotify:track:3DNRdudZ2SstnDCVKFdXxG,,,2020-05-08
classical🎹,2022-11-06,"Toccata in C Minor, BWV 911: Toccata",Johann Sebastian Bach,"Bach, Beethoven, Medtner",spotify:track:0PAE20kLAkHj0l4Eb81FnR,,,2020-05-08
classical🎹,2022-11-06,The Barber of Seville: Overture - Arranged for Drums,Mike Terrana,Sinfonica,spotify:track:5IqddnK9AfPtywyUIO3Vqj,,,2020-05-08
classical🎹,2022-11-06,Csárdás,Vittorio Monti,Gypsic,spotify:track:6lo128WdLt7xP5Ejvsq1ym,,,2020-05-08
classical🎹,2022-11-06,Field,Evgeny Grinko,Silent Like Water,spotify:track:3zWfjRtvm3gFEAjqeWScEl,,,2020-05-20
classical🎹,2022-11-06,"La Campanella, Op. 7 - Arr. August Wilhelmj: arr. August Wilhelmj",Niccolò Paganini,14,spotify:track:28smE6qFUkhfUhEvvmSdQ1,,,2021-03-14
classical🎹,2022-11-06,"Serenade for Strings in E Major, Op. 22, B. 52: II. Tempo di valse",Antonín Dvořák,"Dvořák: Serenade for Strings, Czech Suite",spotify:track:3sAYxq1986j3ydqLv6jwUJ,,,2022-10-28
classical🎹,2022-11-06,Amor Eterno,Elisa Avaria,Amor Eterno,spotify:track:4uHzzAb1p6gK5unlp64Vrg,,,2022-10-29
classical🎹,2022-11-06,"Handel / Orch. Hale: Keyboard Suite No. 4 in D Minor, HWV 437: III. Sarabande",George Frideric Handel,Handel Sarabande,spotify:track:1upQiytDIEZfl9ItruoXuC,,,2022-10-29
classical🎹,2022-11-06,"Paganini: 24 Caprices, Op. 1: No. 24 in A Minor",Niccolò Paganini,Paganini: 24 Caprices,spotify:track:6cC6h5E351deEGFd7Kh9uy,,,2022-10-29
classical🎹,2022-11-06,"Widmung, Op. 25 No. 1",Robert Schumann,Work - Schumann,spotify:track:2ml2xRwuFLv7NtDPzyssfL,,,2022-10-29
classical🎹,2022-11-06,Gymnopédie No. 1,Erik Satie,Erik Satie & Friends,spotify:track:5NGtFXVpXSvwunEIGeviY3,,,2022-10-29
classical🎹,2022-11-06,Opening,Philip Glass,Hope Street Tunnel Blues: Music for Piano By Philip Glass and Alvin Curran,spotify:track:1QmhkjuUlosROqKk59sBSK,,,2022-10-29
classical🎹,2022-11-06,"Kumru Ballad, Op. 12",Fazıl Say,Hayat Ağacı,spotify:track:59YcoGBrCBaMvfkkTzhuUw,,,2022-11-06
internationals🌍,2022-02-21,Bob Marley,Dadju,Gentleman 2.0,spotify:track:2qXmVc811574AdIdDgayRP,,,2018-07-25
internationals🌍,2022-02-21,Bénéfice,MHD,Bénéfice,spotify:track:5rCeC0iE86X0NHTSI48xYl,,,2018-07-25
internationals🌍,2022-02-21,Reggae,Typical Féfé,Reggae,spotify:track:2KefgXrzKFtBCU9JiUVUH8,,,2018-07-25
internationals🌍,2022-02-21,Mafiosa (feat. Caroliina),Lartiste,Grandestino,spotify:track:0WxiQqTcK3ZErx2mMWgtm6,,,2018-07-25
internationals🌍,2022-02-21,Rude Boy,Dub Inc,Diversité,spotify:track:1OR5HVQgKpCZn2JNIwTKmq,,,2018-07-25
internationals🌍,2022-02-21,Pesetas,Rilès,Pesetas,spotify:track:0Ei1aBiIELwXmUcIZDETOi,,,2018-07-25
internationals🌍,2022-02-21,Brothers,Rilès,Brothers,spotify:track:45KqDHTOJtIM53QR1gPGTa,,,2018-07-25
internationals🌍,2022-02-21,Fais comme l'oiseau - Love Michel Fugain,Ben L'Oncle Soul,Chante la vie chante (Love Michel Fugain),spotify:track:1edNNqIi0M0VbKncaFJsF1,,,2018-12-06
internationals🌍,2022-02-21,J'ai vu,Roméo Elvis,Morale 2,spotify:track:1FA2zEZrny0KWchhx8CaHt,,,2019-04-27
internationals🌍,2022-02-21,Bella,GIMS,Subliminal (La face cachée),spotify:track:1vELwZM3uBYWd8HrtddD4l,,,2018-12-06
internationals🌍,2022-02-21,Erreur 404,L'Impératrice,Matahari,spotify:track:1vP9T20M1JAuurEjYu80Bt,,,2018-12-06
internationals🌍,2022-02-21,Dommage,Bigflo & Oli,La vraie vie,spotify:track:7sDshqjhKiysLt5gcXYoLo,,,2019-04-27
internationals🌍,2022-02-21,La vie normale,Bigflo & Oli,La vraie vie,spotify:track:5SPUwpZUn2Glzl5M0gafQp,,,2019-04-27
internationals🌍,2022-02-21,Désir éphémère,Pins & Dimeh,Houston,spotify:track:2KgOQolAPZ9MeR0sLK58U5,,,2019-04-27
internationals🌍,2022-02-21,Loco,Biwaï,Loco,spotify:track:6lHf3IMVHRQ0em1wbGsTGB,,,2019-04-27
internationals🌍,2022-02-21,Ghetto,Benash,Ghetto,spotify:track:6dCFsqg5CiahSSFOdyyDgl,,,2019-04-27
internationals🌍,2022-02-21,Trop tard,Bigflo & Oli,La vraie vie,spotify:track:4WUbYhJVQST876O0p93SnI,,,2019-04-27
internationals🌍,2022-02-21,Sac à dos,Bigflo & Oli,La vraie vie,spotify:track:5DiTHFfOcltcn9dpgiirzi,,,2019-04-27
internationals🌍,2022-02-21,Madre mia (feat. Ninho),Sadek,#VVRDL,spotify:track:37YNulvDhyzULfhHycmhEl,,,2019-04-27
internationals🌍,2022-02-21,Ça va trop vite,Bigflo & Oli,La vraie vie,spotify:track:7pKIJN5rpBkJJ7kCP75meo,,,2019-04-27
internationals🌍,2022-02-21,Mademoiselle,Sfera Ebbasta,Mademoiselle,spotify:track:2aPnpV1hT7l3eP10uSGK6c,,,2020-05-08
internationals🌍,2022-02-21,Monica Bellucci,RIN,Monica Bellucci,spotify:track:7vuZGOA24pLl6JrEAIvitZ,,,2020-05-08
internationals🌍,2022-02-21,PERDONAMI,Salmo,PERDONAMI,spotify:track:7kK2m2KDEL0W8oFq6fuOcf,,,2020-05-08
internationals🌍,2022-02-21,No Hay Pesos Para Contar,Grupo la Fuerza,¡Y Que Nadie Se Meta!,spotify:track:1XNT83s9nyhPe5LleVCHkK,,,2022-02-11
internationals🌍,2022-02-21,Machika,J Balvin,Machika,spotify:track:4vKltMFviBKMdhYu3FDLY0,,,2022-02-11
internationals🌍,2022-02-21,Corazón (feat. Nego do Borel),Maluma,Corazón (feat. Nego do Borel),spotify:track:4lESS6vuruP6a79KWRaQou,,,2022-02-11
can’t stop,2020-08-13,Suga Boom Boom,Down3r,Down3r,spotify:track:56urjuqz1NIOKhhCjQhVw0,,,2018-06-22
can’t stop,2020-08-13,Hips Don't Lie (feat. Wyclef Jean),Shakira,"Oral Fixation, Vol. 2 (Expanded Edition)",spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,,,2018-06-22
can’t stop,2020-08-13,Perro Fiel (feat. Nicky Jam),Shakira,El Dorado,spotify:track:70lnL3QaSOIIyMa2X9aVRL,,,2018-06-22
can’t stop,2020-08-13,Me Enamoré,Shakira,El Dorado,spotify:track:4qknM1pQz53QOyfDVTjcM9,,,2018-06-22
can’t stop,2020-08-13,The Same Things,Jamie Cullum,Momentum,spotify:track:7DBzJMXlSDCLJwdZq7oSyt,,,2018-10-11
can’t stop,2020-08-13,La Camisa Negra,Juanes,Mi Sangre,spotify:track:2EM9zpAc7PVeoAydmbfVIL,,,2020-05-08
can’t stop,2020-08-13,Take It Off,Kesha,Animal (Expanded Edition),spotify:track:0WCiI0ddWiu5F2kSHgfw5S,,,2020-05-08
can’t stop,2020-08-13,Candyman,Christina Aguilera,Back To Basics,spotify:track:5lUTzPuiloBHm1qEaJcJfF,,,2020-05-08
can’t stop,2020-08-13,No Lie,Sean Paul,Mad Love The Prequel,spotify:track:48QmG1dfvMuYLxMPt7KSRA,,,2020-05-08
can’t stop,2020-08-13,Locked out of Heaven,Bruno Mars,Unorthodox Jukebox,spotify:track:3w3y8KPTfNeOKPiqUTakBh,,,2020-05-08
can’t stop,2020-08-13,Hush Hush; Hush Hush / I Will Survive - Medley,The Pussycat Dolls,Hush Hush; Hush Hush,spotify:track:2H9CKpZiLDF223BbwehpDF,,,2020-05-08
can’t stop,2020-08-13,Hot N Cold,Katy Perry,One Of The Boys,spotify:track:1y4eb6hmAvsqlDOl3fx9kk,,,2020-05-08
can’t stop,2020-08-13,Rabiosa (feat. Pitbull),Shakira,Sale el Sol,spotify:track:2Xh7dyCHCErCv3PmdVEGw4,,,2020-05-08
can’t stop,2020-08-13,Hit The Road Jack,Jeff Zavac,Miami Lighthouse for the Blind Presents: Instrumental Magic,spotify:track:7sXxvOVFtMr31xj0kX9BFV,,,2020-05-08
can’t stop,2020-08-13,Just Dance,Lady Gaga,The Fame,spotify:track:1dzQoRqT5ucxXVaAhTcT0J,,,2020-05-08
can’t stop,2020-08-13,Dare (La La La),Shakira,Shakira. (Expanded Edition),spotify:track:0YoUczWJPqphLvxnTXG00N,,,2020-05-08
can’t stop,2020-08-13,Right Round,Flo Rida,R.O.O.T.S. (Route of Overcoming the Struggle),spotify:track:3GpbwCm3YxiWDvy29Uo3vP,,,2020-05-08
can’t stop,2020-08-13,Loca (feat. El Cata),Shakira,Sale el Sol,spotify:track:42k1KeBehAd83lrGt1okiC,,,2020-05-08
can’t stop,2020-08-13,Addicted to You,Shakira,Sale el Sol,spotify:track:4zy1s9GnxWsNzZp1688euA,,,2020-05-08
can’t stop,2020-08-13,Shake Senora (feat. T-Pain & Sean Paul),Pitbull,Planet Pit (Deluxe Version),spotify:track:1LomM3L6atrf79ZL7nHDp4,,,2020-05-08
can’t stop,2020-08-13,No Hay Pesos Para Contar,Grupo la Fuerza,¡Y Que Nadie Se Meta!,spotify:track:1XNT83s9nyhPe5LleVCHkK,,,2020-05-08
can’t stop,2020-08-13,Conga,Gloria Estefan,Exitos de gloria estefan,spotify:track:4aMT5LHe8A2uIc11H8Cx2m,,,2020-05-08
canada🇨🇦,2020-08-13,No Long Talk,Drake,More Life,spotify:track:3GIlkmoqNZ3FC406hjYWOj,,,2018-05-27
canada🇨🇦,2020-08-13,Passionfruit,Drake,More Life,spotify:track:7hDc8b7IXETo14hHIHdnhd,,,2018-05-27
canada🇨🇦,2020-08-13,Get It Together,Drake,More Life,spotify:track:5WHVJ7MILL1r5xs8hDfJ4i,,,2018-05-27
canada🇨🇦,2020-08-13,Yes Indeed,Lil Baby,Harder Than Ever,spotify:track:6vN77lE9LK6HP2DewaN6HZ,,,2018-05-27
canada🇨🇦,2020-08-13,One Dance,Drake,Views,spotify:track:1xznGGDReH1oQq0xzbwXa3,,,2018-05-27
canada🇨🇦,2020-08-13,Rude Boy,Dub Inc,Diversité,spotify:track:1OR5HVQgKpCZn2JNIwTKmq,,,2018-05-27
canada🇨🇦,2020-08-13,Brothers,Rilès,Brothers,spotify:track:45KqDHTOJtIM53QR1gPGTa,,,2018-05-27
canada🇨🇦,2020-08-13,Impatient,Jeremih,Late Nights: The Album,spotify:track:5j5g3hROVcANP9A47jdd6b,,,2018-05-27
canada🇨🇦,2020-08-13,Love Lies (with Normani),Khalid,Love Lies (with Normani),spotify:track:45Egmo7icyopuzJN0oMEdk,,,2018-05-27
canada🇨🇦,2020-08-13,No Role Modelz,J. Cole,2014 Forest Hills Drive,spotify:track:62vpWI1CHwFy7tMIcSStl8,,,2018-05-27
canada🇨🇦,2020-08-13,Psycho (feat. Ty Dolla $ign),Post Malone,beerbongs & bentleys,spotify:track:3swc6WTsr7rl9DqQKQA55C,,,2018-05-27
canada🇨🇦,2020-08-13,Nice For What,Drake,Nice For What,spotify:track:1cTZMwcBJT0Ka3UJPXOeeN,,,2018-05-27
canada🇨🇦,2020-08-13,Bank Account,21 Savage,Issa Album,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,,,2018-05-27
canada🇨🇦,2020-08-13,God's Plan,Drake,Scary Hours,spotify:track:6T8cJz5lAqGer9GUHGyelE,,,2018-05-27
canada🇨🇦,2020-08-13,Don't Tell 'Em,Jeremih,Late Nights: The Album,spotify:track:4TNbaUX5szRSr1O5ffM1mq,,,2018-05-27
canada🇨🇦,2020-08-13,Crank That (Soulja Boy),Soulja Boy,souljaboytellem.com,spotify:track:46qtEi9qJOXxmY0qel1wpN,,,2018-05-27
canada🇨🇦,2020-08-13,Black Beatles,Rae Sremmurd,SremmLife 2,spotify:track:21xJVN5wEbJogczYxfZhqR,,,2018-05-27
canada🇨🇦,2020-08-13,Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),spotify:track:5uDASfU19gDxSjW8cnCaBp,,,2018-05-27
canada🇨🇦,2020-08-13,Man's Not Hot,Big Shaq,Man's Not Hot,spotify:track:2nUJvBO87SkxCViQsLc9Zr,,,2018-05-27
canada🇨🇦,2020-08-13,Pray For Me (with Kendrick Lamar),The Weeknd,Pray For Me (with Kendrick Lamar),spotify:track:4ofvoCdXq99vpMZO4Cfp8x,,,2018-05-27
canada🇨🇦,2020-08-13,Gyalchester,Drake,More Life,spotify:track:2ExePm1EBdSJkr4Y4Nc50z,,,2018-05-27
canada🇨🇦,2020-08-13,Moonlight,XXXTENTACION,?,spotify:track:0JP9xo3adEtGSdUEISiszL,,,2018-05-27
canada🇨🇦,2020-08-13,Plug Walk,Rich The Kid,Plug Walk,spotify:track:0gD6lWJhbXHWNVwQziSVvl,,,2018-05-27
canada🇨🇦,2020-08-13,SAD!,XXXTENTACION,?,spotify:track:3ee8Jmje8o58CHK66QrVC2,,,2018-05-27
canada🇨🇦,2020-08-13,Rake It Up (feat. Nicki Minaj),Yo Gotti,I Still Am,spotify:track:4knL4iPxPOZjQzTUlELGSY,,,2018-05-27
canada🇨🇦,2020-08-13,Tiimmy Turner,Desiigner,Tiimmy Turner,spotify:track:0zMxL4BTjSqCsUtfdlcL8G,,,2018-05-27
canada🇨🇦,2020-08-13,Suga Boom Boom,Down3r,Down3r,spotify:track:56urjuqz1NIOKhhCjQhVw0,,,2018-06-19
canada🇨🇦,2020-08-13,Silence,Marshmello,Silence,spotify:track:7vGuf3Y35N4wmASOKLUVVU,,,2018-07-25
canada🇨🇦,2020-08-13,Young Dumb & Broke,Khalid,American Teen,spotify:track:5Z3GHaZ6ec9bsiI5BenrbY,,,2018-07-25
canada🇨🇦,2020-08-13,Curve (feat. The Weeknd),Gucci Mane,Mr. Davis,spotify:track:2yuyaYAELoMG4ApV5wJsWR,,,2018-07-25
canada🇨🇦,2020-08-13,Holdin On (feat. 24hrs),Tyga,Kyoto,spotify:track:4oHQ86BHVhp2uZb2IpGAID,,,2018-07-25
canada🇨🇦,2020-08-13,Call Out My Name,The Weeknd,"My Dear Melancholy,",spotify:track:1gm616Plq4ScqNi7TVkZ5N,,,2018-07-25
canada🇨🇦,2020-08-13,Walk It Talk It,Migos,Culture II,spotify:track:1jr1BnpXymcf2i97mTR8tJ,,,2018-07-25
canada🇨🇦,2020-08-13,Both (feat. Drake),Gucci Mane,The Return of East Atlanta Santa,spotify:track:5tFep7dXGd7vEJ668wTPux,,,2018-07-25
canada🇨🇦,2020-08-13,goosebumps,Travis Scott,Birds In The Trap Sing McKnight,spotify:track:6gBFPUFcJLzWGx4lenP6h2,,,2018-07-25
canada🇨🇦,2020-08-13,Psycho (feat. Ty Dolla $ign),Post Malone,Psycho (feat. Ty Dolla $ign),spotify:track:65NwOZqoXny4JxqAPlfxRF,,,2018-07-25
canada🇨🇦,2020-08-13,GPS (feat. French Montana),Maluma,GPS (feat. French Montana),spotify:track:3t6j6WNv2OSn6qm5Vxynub,,,2018-07-25
canada🇨🇦,2020-08-13,This Is America,Childish Gambino,This Is America,spotify:track:0b9oOr2ZgvyQu88wzixux9,,,2018-07-25
canada🇨🇦,2020-08-13,Lucid Dreams,Juice WRLD,Goodbye & Good Riddance,spotify:track:0X8DcetL926BYiPJYstJTc,,,2018-07-25
canada🇨🇦,2020-08-13,Mine,Bazzi,Mine,spotify:track:6tHWl8ows5JOZq9Yfaqn3M,,,2018-07-25
canada🇨🇦,2020-08-13,Big Shot (with Travis Scott),Kendrick Lamar,Black Panther The Album Music From And Inspired By,spotify:track:5cXg9IQS34FzLVdHhp7hu7,,,2018-07-25
canada🇨🇦,2020-08-13,B.I.D,Tory Lanez,MEMORIES DON'T DIE,spotify:track:6dnrppGRbt8fie18Lcd9Dd,,,2018-07-25
canada🇨🇦,2020-08-13,XO Tour Llif3,Lil Uzi Vert,Luv Is Rage 2,spotify:track:7GX5flRQZVHRAGd6B4TmDO,,,2018-07-25
canada🇨🇦,2020-08-13,Rolex,Ayo & Teo,Rolex,spotify:track:6KBOvrddbomdb9dkarvwCl,,,2018-07-25
canada🇨🇦,2020-08-13,Unforgettable,French Montana,Unforgettable,spotify:track:1F2HXIJrE2Xn81OzT2zZvW,,,2018-07-25
canada🇨🇦,2020-08-13,Magnolia,Playboi Carti,Playboi Carti,spotify:track:4gUQE7JiIwnQKde4RtKytB,,,2018-07-25
canada🇨🇦,2020-08-13,El Farsante - Remix,Ozuna,El Farsante (Remix),spotify:track:7uYgVgRSgqluZclLS7wpp4,,,2018-10-10
canada🇨🇦,2020-08-13,PERDONAMI,Salmo,PERDONAMI,spotify:track:7kK2m2KDEL0W8oFq6fuOcf,,,2018-10-10
canada🇨🇦,2020-08-13,Famous,Kanye West,The Life Of Pablo,spotify:track:19a3JfW8BQwqHWUMbcqSx8,,,2018-10-10
canada🇨🇦,2020-08-13,SWISH,Tyga,SWISH,spotify:track:55GiOwtxNajXVbpjjIzMnD,,,2018-10-10
canada🇨🇦,2020-08-13,Lucky You (feat. Joyner Lucas),Eminem,Kamikaze,spotify:track:60SdxE8apGAxMiRrpbmLY0,,,2018-10-10
canada🇨🇦,2020-08-13,Pineapple (feat. Gucci Mane & Quavo),Ty Dolla $ign,Beach House 3,spotify:track:2R7Gn3cjnPaVO0Oj8nsTDP,,,2018-10-10
canada🇨🇦,2020-08-13,Wait For A Minute,Tyga,Wait For A Minute,spotify:track:1AcJJerSHcXCnevx9oSoWe,,,2018-10-10
canada🇨🇦,2020-08-13,WAKE UP,Travis Scott,ASTROWORLD,spotify:track:20MuVazoNMv6xjKPnRFOxG,,,2018-10-10
canada🇨🇦,2020-08-13,G.O.M.D.,J. Cole,2014 Forest Hills Drive,spotify:track:16qYlQ6koFxYVbiJbGHblz,,,2018-10-10
canada🇨🇦,2020-08-13,rockstar (feat. 21 Savage),Post Malone,beerbongs & bentleys,spotify:track:0e7ipj03S05BNilyu5bRzt,,,2018-10-10
canada🇨🇦,2020-08-13,Falling Down - Bonus Track,Lil Peep,Falling Down,spotify:track:0Dn40gxVCMo5TkgS8Ik18Q,,,2018-10-10
canada🇨🇦,2020-08-13,Monica Bellucci,RIN,Monica Bellucci,spotify:track:7vuZGOA24pLl6JrEAIvitZ,,,2018-10-10
canada🇨🇦,2020-08-13,I Love It (& Lil Pump),Kanye West,I Love It,spotify:track:4S8d14HvHb70ImctNgVzQQ,,,2018-10-18
canada🇨🇦,2020-08-13,All The Stars (with SZA),Kendrick Lamar,Black Panther The Album Music From And Inspired By,spotify:track:2Imq77E6CEJR5TPUxlJvTY,,,2018-12-06
canada🇨🇦,2020-08-13,Suncity (feat. Empress Of),Khalid,Suncity,spotify:track:4AhSkRYioEIfGvCV19peYN,,,2018-12-06
canada🇨🇦,2020-08-13,Better,Khalid,Better,spotify:track:4T3fNx3CgwDRRYgmFCbD4J,,,2018-10-18
canada🇨🇦,2020-08-13,Sick Boy,The Chainsmokers,Sick Boy...This Feeling,spotify:track:2SxsI73qXm0rJ89Kp5JnpT,,,2018-12-06
canada🇨🇦,2020-08-13,Follow God,Kanye West,JESUS IS KING,spotify:track:2QpGZOhTCHHiKmpSO9FW4h,,,2019-11-06
morning☕️,2022-08-01,Riptide,Vance Joy,Dream Your Life Away,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,,,2018-04-28
morning☕️,2022-08-01,Budapest,George Ezra,Wanted on Voyage,spotify:track:7GJClzimvMSghjcrKxuf1M,,,2018-04-28
morning☕️,2022-08-01,Bella Luna,Jason Mraz,Mr. A-Z,spotify:track:01pgHbtziFmLnaIdTbz3FK,,,2018-04-28
morning☕️,2022-08-01,Bella ciao,"Interpreti dello spettacolo ""Bella Ciao""",Pietà l'è morta - Canti della resistenza italiana 1,spotify:track:0UUhJ7DGne1u6gyy4SpTDO,,,2018-04-28
morning☕️,2022-08-01,Ophelia,The Lumineers,Cleopatra,spotify:track:7bTwYGhBdSQ8vuXc76Xint,,,2018-04-28
morning☕️,2022-08-01,Take Me To Church,Hozier,Hozier,spotify:track:0IqKeD8ZSP72KbGYyzEcAs,,,2018-04-28
morning☕️,2022-08-01,Rather Be,Jasmine Thompson,Another Bundle of Tantrums,spotify:track:0osBWMCpbGSGj5FVDzCTvy,,,2018-04-28
morning☕️,2022-08-01,When I Was Your Man,Bruno Mars,Unorthodox Jukebox,spotify:track:0nJW01T7XtvILxQgC5J7Wh,,,2018-04-29
